Review,Make,Model,Software
"I love this phone... especially since I wanted it for a long time... would recommend it for both apple owners and those looking to become iPhone owners...camera quality is amazing... was able to activate the esim without hazzels.. 2 reasons that I switched my old phone for...size was a concern initially since I was accustomed to only iPhone 5, SE, 6... lightning cable is a disadvantage  with this phone as the charging point n headset points are the same... but I knew it when I was getting it... so got used to it now",Apple,11,iOS
I believe firmly that this is the Best Affordable Phone Apple has ever made!!!,Apple,11,iOS
"Battery life will surely amaze the buyer, I use to charge my iPhone 7 Plus at the 100 percent to my office at 10AM  and while returning by 7 PM it used to be approx 7-8 percent remaining. I use my phone for basic tasks and PUBG during break. Now when XR came to my hand the very first day I forgot to charge my phone to 100 percent and took it to my office at 62 percent. Amazingly it had 33 percent charge while I was leaving my office and I even played 3 evoground matches of pubg that day during my break. It was my dream to have long lasting iOS enabled devices which came true with this spectacular device. One should blindly go for it if performance and battery is your huge concern.",Apple,11,iOS
Wow Wow Apple iPhone XR Looks Amazing In Stunning White Colour Thanks To Amazon For Giving For Best Price In The Market Love You Amazon For Quick Delivery But Packaging  Is Not That Great It Should Be In More Secure Packaging  When Comes To Phone After 8 Years I am Using Again iPhone Before I Used iPhone 4s Now Again Coming Back From Android Phones To IOS Makes mee feel Happy And This Phone Is a beast go for it .,Apple,11,iOS
"I was always an iPhone user  till 8+ , then thought of changing to note 8 I loved that phone too but over the period of time I started realising there is nothing like IOS and iPhone. After using two high end androids (i keep changing phones) I witched back to iPhone and OMG I must say it has even become better it is so smooth like a butter on pan and IPhone X r is beauty, Liquid Retina is awesome and beautiful will not make you miss oled also the battery back up is woooowww .  This is the first ever phone I bought thru AMAZON I was skptical but thought of taking risk and yes Amazon delivered what they promised thru FREEDOM sale got a very good deal for 128 gb everyday I fall in love with this phone ..",Apple,11,iOS
"6.1 inches screen for a phone is pretty good, feels heavy, but all that pales in comparison after the actual features of the phone are unlocked.I was informed that phone can be tracked even when switched off as per the new ios 13 update, camera quality is better , both front and back , fast charging too is great, i like the idea that the body is aluminium made as compared to the latest which after checking and reviewing holds up better after drop tests, face id recognition is great, but need back up in the form of app lock for unauthorized usage.Overall a great phone, at a amazing price, do not miss the chance to buy it, even if you feel it is heavy on your wallet, you wont get such a good phone loaded with features else where.Its like how the iphone 7 was the benchmark for future models , same goes for this phone.",Apple,11,iOS
"Excellent deals offered by Amazon 38k after bank discount.......best iPhone for every aspect.......good camera ...... battery backup excellent......... looks elegant.....feels premium in hand.....and  one think i said to all , though it's a 720p display but display is excellent quality.......there is no panicked about it....and also played 1080p video in YouTube.......so .....go for it.......this is best budget iPhone at this price point......thank you Amazon........",Apple,11,iOS
I bought 128g  at 57k performing much faster and more smoother experience on an iPhone. Battery life is above average. app switching is lightning fast.,Apple,11,iOS
I love it <3,Apple,11,iOS
I phone always like a dream phone... purchased this  in diwali sale in 38 k rs. My previous phone was s8 moved to xr and no regrates.,Apple,11,iOS
Thank you amazon i got iphone XR 64GB black variant for 38000/- on big billion day sale,Apple,11,iOS
"Top end model IPhone XR with the Price of 42k😎 Extremely satisfied... I was an android user for 6yrs and this was my first upgrade to iPhone.. Battery Standby is just next to impossible in any smart phones these days, Face ID fab!(One dis - If I covet half of my face during bike riding, it doesn’t recognise me😂)",Apple,11,iOS
"Good phone. Go for it if you want an iPhone experience. Truth be told, I do miss a finger print sensor. But, at updating to iOS 13 the performance of the Face ID head become significantly faster.",Apple,11,iOS
